Plant.Code,huc_12,YEAR,Plant.Name,County,State,Name.of.Water.Source,coolingType,ModelType,Plant.level_dom_fuel,general_mover,Net.Generation.Year.To.Date,cu_mgd,cu_lower_mgd,cu_upper_mgd,wd_mgd,wd_lower_mgd,wd_upper_mgd
10633,020802060201,2013,Hopewell Cogeneration,Prince George,VA,Municipality,Recirculating Tower,tower,gas,NGCC,816600,0.604293804036276,0.495520919309746,0.713066688762805,0.846011325650786,0.557461034223464,1.42613337752561
10771,020802060201,2013,Hopewell Power Station,Hopewell City,VA,municipality,Recirculating Tower,tower,multi-fuel,ST,117113,0.243485186380408,0.199657852831934,0.287312519928881,0.340879260932571,0.224615084435926,0.574625039857762
10773,030101011305,2013,Altavista Power Station,Campbell,VA,Staunton River,Recirculating Tower,tower,biomass,ST,144793,0.304030255735423,0.249304809703047,0.358755701767799,0.425642358029592,0.280467910915927,0.717511403535598
10774,030102011206,2013,Southampton Power Station,Southampton,VA,Wells,Recirculating Tower,tower,multi-fuel,ST,85393,0.198818867107743,0.163031471028349,0.234606263187137,0.27834641395084,0.183410404906893,0.469212526374273
50658,020700100803,2013,Covanta Fairfax Energy,Fairfax,VA,Municipal,Recirculating Tower,tower,biomass,ST,557810,1.45096010595149,1.18978728688022,1.71213292502275,2.03134414833208,1.33851069774024,3.4242658500455
50966,020802060101,2013,Bellmeade Power Station,Richmond City,VA,Municipal,Recirculating Tower,tower,gas,NGCC,294772,0.232364283443831,0.190538712423942,0.274189854463721,0.325309996821364,0.214356051476934,0.548379708927442
52007,030101020903,2013,Mecklenburg Power Station,Mecklenburg,VA,John H Kerr Reservoir,Recirculating Tower,tower,coal,ST,370924,0.64816698298825,0.531496926050365,0.764837039926135,0.90743377618355,0.597934041806661,1.52967407985227
52118,030101011305,2013,Multitrade of Pittsylvania LP,Pittsylvania,VA,Roanoke River,Recirculating Tower,tower,biomass,ST,369339,0.717058064261791,0.587987612694669,0.846128515828913,1.00388128996651,0.661486064281502,1.69225703165783
54081,020802060101,2013,Spruance Genco LLC,Richmond City,VA,James River,Recirculating Tower,tower,coal,ST,216625,0.00451182038888933,0.00369969271888925,0.00532394805888941,0.00631654854444506,0.0041621543087504,0.0106478961177788
54304,020801040201,2013,Birchwood Power,King George,VA,Rappahannock River,Recirculating Tower,tower,coal,ST,586645,0.798986693997843,0.655169089078232,0.942804298917455,1.11858137159698,0.737065225213011,1.88560859783491
55439,020802040502,2013,Tenaska Virginia Generating Station,Fluvanna,VA,James River,Recirculating Tower,tower,gas,NGCC,4482557,2.2128178427657,1.81451063106788,2.61112505446353,3.09794497987198,2.04132445995136,5.22225010892706
56807,020802031502,2013,Bear Garden,Buckingham,VA,James River (ECTI),Recirculating Tower,tower,gas,NGCC,3732284,1.73464923555908,1.42241237315845,2.04688609795972,2.42850892978272,1.60021391980325,4.09377219591944
58560,030101040404,2013,Halifax County Biomass,Halifax,VA,HCSA Maple Avenue WWTP,Recirculating Tower,tower,biomass,ST,39080,0.0528617981096468,0.0433466744499103,0.0623769217693832,0.0740065173535055,0.0487650087561491,0.124753843538766
3775,060102050403,2014,Clinch River,Russell,VA,Clinch River,Recirculating Tower,tower,coal,ST,729194,0.989698898095874,0.811553096438616,1.16784469975313,1.38557845733422,0.912997233493444,2.33568939950626
3776,050500020602,2014,Glen Lyn,Giles,VA,New River,Once-through fresh,river,coal,ST,92081,0.0662848792844697,0.0517022058418864,0.0808675527270531,8.07432290735064,3.65823921572787,61.247430985552
3796,020802031502,2014,Bremo Bluff,Fluvanna,VA,James River,Once-through fresh,river,gas,ST,364165,0.301221451302856,0.234952732016228,0.367490170589485,35.8415312387032,16.252234907807,271.040839464486
3797,020802060106,2014,Chesterfield,Chesterfield,VA,James River,Once-through fresh,river,multi-fuel,multiple,23737746.036,5.68820909512115,4.43680309419449,6.9396150960478,723.422366729691,327.646746466602,5493.44481737037
3803,020802080203,2014,Chesapeake,Chesapeake City,VA,S Branch Elizabeth River,Once-through saline,OS,coal,ST,1405016,0,0,0,135.031625742327,61.2160859284482,1021.9321581682
3804,020700110106,2014,Possum Point,Prince William,VA,Potomac River,Complex,complex,multi-fuel,complex,7245594.014,2.06823231347541,1.69595049704983,2.44051412990098,8.63186551955365,4.50842071231919,48.2978073769912
3806,020802060704,2014,Surry,Surry,VA,James River,Once-through saline,OS,nuclear,ST,14332325,0,0,0,1488.85781017801,675.60254910379,11231.2627215173
3809,020801070204,2014,Yorktown,York,VA,York River,Once-through saline,OS,coal,ST,1067509,0,0,0,96.3102506409089,43.6943011713887,727.010510130996
6168,020801060602,2014,North Anna,Louisa,VA,North Anna River,Once-through fresh,lake,nuclear,ST,15888652,32.1544432812896,25.0804657594059,39.2284208031734,1671.16426426096,759.213358087933,12554.8582796202
7213,030101020601,2014,Clover,Halifax,VA,Roanoke River,Recirculating Tower,tower,coal,ST,5678306,6.77874680910001,5.55857238346201,7.99892123473801,9.49024553274002,6.25339393139476,15.997842469476
10071,020802080206,2014,Portsmouth Genco LLC,PORTSMOUTH CITY,VA,Wells,Recirculating Tower,tower,coal,ST,107917,0.198127501074585,0.162464550881159,0.23379045126801,0.277378501504418,0.182772619741304,0.46758090253602
10377,020802060201,2014,James River Genco LLC,HOPEWELL CITY,VA,Municipal,Recirculating Tower,tower,coal,ST,98623,0.0517934968098822,0.0424706673841034,0.061116326235661,0.0725108955338351,0.0477795008071163,0.122232652471322
10633,020802060201,2014,Hopewell Cogeneration,Prince George,VA,Municipality,Recirculating Tower,tower,gas,NGCC,1017173,0.742853788544831,0.609140106606762,0.876567470482901,1.03999530396276,0.685282619932607,1.7531349409658
10771,020802060201,2014,Hopewell Power Station,Hopewell City,VA,municipality,Recirculating Tower,tower,biomass,ST,265667,0.57503122745194,0.471525606510591,0.678536848393289,0.805043718432716,0.530466307324414,1.35707369678658
10773,030101011305,2014,Altavista Power Station,Campbell,VA,Staunton River,Recirculating Tower,tower,biomass,ST,226877,0.424797425128763,0.348333888605586,0.501260961651941,0.594716395180268,0.391875624681284,1.00252192330388
10774,030102011206,2014,Southampton Power Station,Southampton,VA,Wells,Recirculating Tower,tower,biomass,ST,253411,0.304437827388375,0.249639018458468,0.359236636318283,0.426212958343725,0.280843895765776,0.718473272636565
50658,020700100803,2014,Covanta Fairfax Energy,Fairfax,VA,Municipal,Recirculating Tower,tower,biomass,ST,588615,1.4249179426449,1.16843271296882,1.68140317232098,1.99488511970286,1.31448680208992,3.36280634464196
50966,020802060101,2014,Bellmeade Power Station,Richmond City,VA,Municipal,Recirculating Tower,tower,multi-fuel,NGCC,251792,0.221688683828247,0.181784720739162,0.261592646917331,0.310364157359546,0.204507810831558,0.523185293834663
52007,030101020903,2014,Mecklenburg Power Station,Mecklenburg,VA,John H Kerr Reservoir,Recirculating Tower,tower,coal,ST,454700,0.699369845128692,0.573483273005527,0.825256417251856,0.979117783180169,0.645168682131218,1.65051283450371
52118,030101011305,2014,Multitrade of Pittsylvania LP,Pittsylvania,VA,Roanoke River,Recirculating Tower,tower,biomass,ST,322259,0.66702942543033,0.546964128852871,0.78709472200779,0.933841195602462,0.61533464495948,1.57418944401558
54081,020802060101,2014,Spruance Genco LLC,Richmond City,VA,James River,Recirculating Tower,tower,coal,ST,247766,0.0671793540480226,0.0550870703193786,0.0792716377766667,0.0940510956672317,0.0619729541093009,0.158543275553333
54304,020801040201,2014,Birchwood Power,King George,VA,Rappahannock River,Recirculating Tower,tower,coal,ST,848351,1.09405146013935,0.897122197314267,1.29098072296443,1.53167204419509,1.00926247197855,2.58196144592887
55439,020802040502,2014,Tenaska Virginia Generating Station,Fluvanna,VA,James River,Recirculating Tower,tower,gas,NGCC,3701880,1.97906966334002,1.62283712393882,2.33530220274123,2.77069752867603,1.82569176443117,4.67060440548245
56807,020802031502,2014,Bear Garden,Buckingham,VA,James River (ECTI),Recirculating Tower,tower,gas,NGCC,3172358.999,1.5347626612901,1.25850538225788,1.81101994032232,2.14866772580614,1.41581855504012,3.62203988064464
58560,030101040404,2014,Halifax County Biomass,Halifax,VA,HCSA Maple Avenue WWTP,Recirculating Tower,tower,biomass,ST,202625,0.307714208745548,0.25232565117135,0.363102766319747,0.430799892243768,0.283866357567768,0.726205532639494
3775,060102050403,2015,Clinch River,Russell,VA,Clinch River,Recirculating Tower,tower,coal,ST,461977,0.6580745230575,0.53962110890715,0.77652793720785,0.9213043322805,0.607073747520543,1.5530558744157
3776,050500020602,2015,Glen Lyn,Giles,VA,New River,Once-through fresh,river,coal,ST,67583,0.0442480996656607,0.0345135177392153,0.053982681592106,5.62689895096126,2.54695043477901,42.8216366482371
3796,020802031502,2015,Bremo Bluff,Fluvanna,VA,James River,Once-through fresh,river,gas,ST,214579,0.164537629926484,0.128339351342658,0.200735908510311,19.7493906365166,8.95381313455871,149.445048604417
3797,020802060106,2015,Chesterfield,Chesterfield,VA,James River,Once-through fresh,river,multi-fuel,multiple,9872386,4.40013154242046,3.43210260308796,5.36816048175296,545.354095002672,247.102647404798,4135.09130412075
3804,020700110106,2015,Possum Point,Prince William,VA,Potomac River,Complex,complex,gas,complex,3576974,2.00181216068545,1.64148597176207,2.36213834960884,7.50230782252891,3.98001559567071,40.1350090519472
3806,020802060704,2015,Surry,Surry,VA,James River,Once-through saline,OS,nuclear,ST,11789726,0,0,0,1221.24327168387,554.013913366308,9221.2379765263
3809,020801070204,2015,Yorktown,York,VA,York River,Once-through saline,OS,multi-fuel,ST,565308,0,0,0,54.0052083900449,24.4845085523858,408.67205623667
6168,020801060602,2015,North Anna,Louisa,VA,North Anna River,Once-through fresh,lake,nuclear,ST,16270632,32.9513303160375,25.7020376465093,40.2006229855658,1732.6368268923,788.07257376544,12962.8042221691
7213,030101020601,2015,Clover,Halifax,VA,Roanoke River,Recirculating Tower,tower,coal,ST,5484916,6.69311288023885,5.48835256179585,7.89787319868184,9.37035803233439,6.17439663202034,15.7957463973637
10071,020802080206,2015,Portsmouth Genco LLC,PORTSMOUTH CITY,VA,Wells,Recirculating Tower,tower,coal,ST,65740,0.119380925828581,0.0978923591794364,0.140869492477726,0.167133296160013,0.110128904076866,0.281738984955451
10377,020802060201,2015,James River Genco LLC,HOPEWELL CITY,VA,Municipality,Recirculating Tower,tower,coal,ST,68146,0.00134618046420293,0.0011038679806464,0.00158849294775945,0.0018846526498841,0.0012418514782272,0.00317698589551891
10633,020802060201,2015,Hopewell Cogeneration,Prince George,VA,Municipality,Recirculating Tower,tower,gas,NGCC,1506532,1.04435420175532,0.85637044543936,1.23233795807127,1.46209588245744,0.96341675111928,2.46467591614255
10771,020802060201,2015,Hopewell Power Station,Hopewell City,VA,municipality,Recirculating Tower,tower,biomass,ST,262577,0.559172365075369,0.458521339361802,0.659823390788935,0.782841311105516,0.515836506782028,1.31964678157787
10773,030101011305,2015,Altavista Power Station,Campbell,VA,Staunton River,Recirculating Tower,tower,biomass,ST,268695,0.469120240512173,0.384678597219982,0.553561883804365,0.656768336717043,0.43276342187248,1.10712376760873
10774,030102011206,2015,Southampton Power Station,Southampton,VA,Wells,Recirculating Tower,tower,biomass,ST,290307,0.350310327930794,0.287254468903251,0.413366186958336,0.490434459103111,0.323161277516157,0.826732373916673
50658,020700100803,2015,Covanta Fairfax Energy,Fairfax,VA,Municipality,Recirculating Tower,tower,biomass,ST,521433,1.29069245143648,1.05836781017791,1.52301709269505,1.80696943201107,1.19066378645015,3.04603418539009
50966,020802060101,2015,Bellmeade Power Station,Richmond City,VA,Municipality,Recirculating Tower,tower,gas,NGCC,1243668,1.00290573518843,0.822382702854511,1.18342876752235,1.4040680292638,0.925180540711325,2.36685753504469
52007,030101020903,2015,Mecklenburg Power Station,Mecklenburg,VA,John H Kerr Reservoir,Recirculating Tower,tower,coal,ST,335919,0.547291502489487,0.448779032041379,0.645803972937595,0.766208103485282,0.504876411046552,1.29160794587519
52118,030101011305,2015,Multitrade of Pittsylvania LP,Pittsylvania,VA,Roanoke River,Recirculating Tower,tower,biomass,ST,267414,0.532098688333356,0.436320924433352,0.62787645223336,0.744938163666699,0.490861039987521,1.25575290446672
54081,020802060101,2015,Spruance Genco LLC,Richmond City,VA,James River,Recirculating Tower,tower,coal,ST,190434,0.026116401005539,0.021415448824542,0.030817353186536,0.0365629614077546,0.0240923799276098,0.0616347063730721
54304,020801040201,2015,Birchwood Power,King George,VA,Rappahannock River,Recirculating Tower,tower,coal,ST,560883,0.774528440191494,0.635113320957025,0.913943559425963,1.08433981626809,0.714502486076653,1.82788711885193
55439,020802040502,2015,Tenaska Virginia Generating Station,Fluvanna,VA,James River,Recirculating Tower,tower,gas,NGCC,5000520,2.73752624863646,2.2447715238819,3.23028097339102,3.83253674809104,2.52536796436713,6.46056194678204
56807,020802031502,2015,Bear Garden,Buckingham,VA,James River (ECTI),Recirculating Tower,tower,gas,NGCC,3459459,1.71450057324696,1.40589047006251,2.02311067643141,2.40030080254574,1.58162677882032,4.04622135286282
58560,030101040404,2015,Halifax County Biomass,Halifax,VA,HCSA Maple Avenue WWTP,Recirculating Tower,tower,biomass,ST,255258,0.405532074469695,0.33253630106515,0.47852784787424,0.567744904257573,0.374103338698293,0.957055695748479
3775,060102050403,2016,Clinch River,Russell,VA,Clinch River,Recirculating Tower,tower,gas,ST,297008,0.516951451263154,0.423900190035786,0.610002712490521,0.723732031768415,0.476887713790259,1.22000542498104
3796,020802031502,2016,Bremo Bluff,Fluvanna,VA,James River,Once-through fresh,river,gas,ST,401060,0.332054524194995,0.259002528872096,0.405106519517893,36.6737004936077,16.6523450795051,276.011455403967
3797,020802060106,2016,Chesterfield,Chesterfield,VA,James River,Once-through fresh,river,multi-fuel,multiple,8687883,5.19605584923078,4.05292356240001,6.33918813606155,639.464105662906,289.771048002672,4846.99921945201
3804,020700110106,2016,Possum Point,Prince William,VA,Potomac River,Complex,complex,gas,complex,3543579,1.85120987127575,1.51799209444612,2.18442764810539,11.9294075631885,5.94912637744642,74.5541691587646
3806,020802060704,2016,Surry,Surry,VA,James River,Once-through saline,OS,nuclear,ST,14610518,0,0,0,1516.92833724155,688.48128476048,11434.6295718373
3809,020801070204,2016,Yorktown,York,VA,York River,Once-through saline,OS,multi-fuel,ST,480540,0,0,0,49.1046018916293,22.2747604446665,370.8512723355
6168,020801060602,2016,North Anna,Louisa,VA,North Anna River,Once-through fresh,lake,nuclear,ST,15121377,30.4994024183805,23.7895338863368,37.2092709504242,1612.14303091173,733.536846675836,12045.725522201
7213,030101020601,2016,Clover,Halifax,VA,Roanoke River,Recirculating Tower,tower,coal,ST,5444917,6.70035359255451,5.4942899458947,7.90641723921432,9.38049502957631,6.18107618913154,15.8128344784286
10377,020802060201,2016,James River Genco LLC,Hopewell City,VA,Municipality,Recirculating Tower,tower,coal,ST,38320,0,0,0,0,0,0
10633,020802060201,2016,Hopewell Cogeneration,Prince George,VA,Municipality,Recirculating Tower,tower,gas,NGCC,1200108,1.06870704269241,0.876339775007779,1.26107431037705,1.49618985976938,0.985882246883751,2.5221486207541
10771,020802060201,2016,Hopewell Power Station,Hopewell City,VA,municipality,Recirculating Tower,tower,biomass,ST,306059,0.595190097294709,0.488055879781662,0.702324314807757,0.833266136212593,0.549062864754369,1.40464862961551
10773,030101011305,2016,Altavista Power Station,Campbell,VA,Staunton River,Recirculating Tower,tower,biomass,ST,282677,0.519484299224647,0.425977125364211,0.612991473085083,0.727278018914506,0.479224266034737,1.22598294617017
10774,030102011206,2016,Southampton Power Station,Southampton,VA,Wells,Recirculating Tower,tower,biomass,ST,296083,0.560933441495827,0.459965422026578,0.661901460965076,0.785306818094158,0.517461099779901,1.32380292193015
50658,020700100803,2016,Covanta Fairfax Energy,Fairfax,VA,Municipality,Recirculating Tower,tower,biomass,ST,533576,1.3357007946727,1.09527465163162,1.57612693771379,1.86998111254178,1.23218398308557,3.15225387542758
50966,020802060101,2016,Bellmeade Power Station,Richmond City,VA,Municipality,Recirculating Tower,tower,gas,NGCC,936607,0.75152802384063,0.616252979549316,0.886803068131943,1.05213923337688,0.693284601992981,1.77360613626389
52007,030101020903,2016,Mecklenburg Power Station,Mecklenburg,VA,John H Kerr Reservoir,Recirculating Tower,tower,coal,ST,299716,0.508390569650302,0.416880267113247,0.599900872187356,0.711746797510422,0.468990300502403,1.19980174437471
52118,030101011305,2016,Multitrade of Pittsylvania LP,Pittsylvania,VA,Roanoke River,Recirculating Tower,tower,biomass,ST,146658,0.329695866509945,0.270350610538155,0.389041122481735,0.461574213113923,0.304144436855424,0.77808224496347
54081,020802060101,2016,Spruance Genco LLC,Richmond City,VA,James River,Recirculating Tower,tower,coal,ST,134978,0,0,0,0,0,0
54304,020801040201,2016,Birchwood Power,King George,VA,Rappahannock River,Recirculating Tower,tower,coal,ST,443419,0.637448147988636,0.522707481350682,0.75218881462659,0.89242740718409,0.588045916519517,1.50437762925318
55439,020802040502,2016,Tenaska Virginia Generating Station,Fluvanna,VA,James River,Recirculating Tower,tower,gas,NGCC,5207204,2.58046439920075,2.11598080734461,3.04494799105688,3.61265015888105,2.38047840826269,6.08989598211376
56807,020802031502,2016,Bear Garden,Buckingham,VA,James River (ECTI),Recirculating Tower,tower,gas,NGCC,3614390,1.5462186374966,1.26789928274721,1.82453799224599,2.16470609249524,1.42638669309061,3.64907598449198
58260,030102040602,2016,Brunswick County Power Station,Brunswick,VA,NA,Complex,complex,gas,NGCC,5895472,0.651825290388172,0,3.84576921329022,0.912555406543441,0,7.69153842658043
58560,030101040404,2016,Halifax County Biomass,Halifax,VA,HCSA Maple Avenue WWTP,Recirculating Tower,tower,biomass,ST,208730,0.336930099778954,0.276282681818743,0.397577517739166,0.471702139690536,0.310818017046085,0.795155035478332
3775,060102050403,2017,Clinch River,Russell,VA,Clinch River,Recirculating Tower,tower,gas,ST,226677,0.407032674287685,0.333766792915902,0.480298555659469,0.56984574400276,0.37548764203039,0.960597111318938
3796,020802031502,2017,Bremo Bluff,Fluvanna,VA,James River,Once-through fresh,river,gas,ST,123735,0.102524600744883,0.0799691885810086,0.125080012908757,11.4119161708078,5.18148266270426,85.9110564252125
3797,020802060106,2017,Chesterfield,Chesterfield,VA,James River,Once-through fresh,river,multi-fuel,multiple,6447513,2.46073163441649,1.91937067484486,3.00209259398811,298.59354244018,135.331897884171,2261.79652367902
3804,020700110106,2017,Possum Point,Prince William,VA,Potomac River,Complex,complex,gas,complex,2804438,1.5272244883932,1.25232408048242,1.80212489630397,6.41090335470519,3.35104465639956,35.6392123910776
3806,020802060704,2017,Surry,Surry,VA,James River,Once-through saline,OS,nuclear,ST,14427647,0,0,0,1503.45383186428,682.43243417873,11329.431516339
3809,020801070204,2017,Yorktown,York,VA,York River,Once-through saline,OS,multi-fuel,ST,86579,0,0,0,10.6741753715742,4.85168546338617,80.0580052621928
6168,020801060602,2017,North Anna,Louisa,VA,North Anna River,Once-through fresh,lake,nuclear,ST,16126087,32.6446791334955,25.4628497241265,39.8265085428645,1695.00981229941,769.957263115411,12738.2518660269
7213,030101020601,2017,Clover,Halifax,VA,Roanoke River,Recirculating Tower,tower,coal,ST,3266582,4.29789721296789,3.52427571463367,5.07151871130211,6.01705609815505,3.96481017896288,10.1430374226042
10377,020802060201,2017,James River Genco LLC,Hopewell City,VA,Municipality,Recirculating Tower,tower,coal,ST,34839,0.00306989494883073,0.0025173138580412,0.00362247603962026,0.00429785292836302,0.00283197809029635,0.00724495207924052
10633,020802060201,2017,Hopewell Cogeneration,Prince George,VA,Municipality,Recirculating Tower,tower,gas,NGCC,1105134,0.971596579344963,0.79670919506287,1.14648396362706,1.36023521108295,0.896297844445729,2.29296792725411
10771,020802060201,2017,Hopewell Power Station,Hopewell City,VA,Municipality,Recirculating Tower,tower,biomass,ST,294918,0.608680399373971,0.499117927486656,0.718242871261285,0.852152559123559,0.561507668422488,1.43648574252257
10773,030101011305,2017,Altavista Power Station,Campbell,VA,Staunton River,Recirculating Tower,tower,biomass,ST,275603,0.504585622965912,0.413760210832048,0.595411035099777,0.706419872152277,0.465480237186054,1.19082207019955
10774,030102011206,2017,Southampton Power Station,Southampton,VA,Wells,Recirculating Tower,tower,biomass,ST,279159,0.534990359536845,0.438692094820213,0.631288624253477,0.748986503351583,0.49352860667274,1.26257724850695
50658,020700100803,2017,Covanta Fairfax Energy,Fairfax,VA,Municipality,Recirculating Tower,tower,biomass,ST,57565,0.137447842004459,0.112707230443657,0.162188453565262,0.192426978806243,0.126795634249114,0.324376907130524
50966,020802060101,2017,Bellmeade Power Station,Richmond City,VA,Municipality,Recirculating Tower,tower,gas,NGCC,179660,0.158472075029778,0.129947101524418,0.186997048535139,0.22186090504169,0.146190489214971,0.373994097070277
52007,030101020903,2017,Mecklenburg Power Station,Mecklenburg,VA,John H Kerr Reservoir,Recirculating Tower,tower,coal,ST,151102,0.278316763455425,0.228219746033448,0.328413780877401,0.389643468837595,0.256747214287629,0.656827561754802
52118,030101011305,2017,Multitrade of Pittsylvania LP,Pittsylvania,VA,Roanoke River,Recirculating Tower,tower,biomass,ST,109460,0.203224570598499,0.16664414789077,0.239804993306229,0.284514398837899,0.187474666377116,0.479609986612459
54081,020802060101,2017,Spruance Genco LLC,Richmond City,VA,James River,Recirculating Tower,tower,coal,ST,84026,0,0,0,0,0,0
54304,020801040201,2017,Birchwood Power,King George,VA,Rappahannock River,Recirculating Tower,tower,coal,ST,412996,0.595787153154331,0.488545465586552,0.703028840722111,0.834102014416064,0.549613648784871,1.40605768144422
55439,020802040502,2017,Tenaska Virginia Generating Station,Fluvanna,VA,James River,Recirculating Tower,tower,gas,NGCC,6038534,2.92728492473596,2.40037363828348,3.45419621118843,4.09819889463034,2.70042034306892,6.90839242237685
56807,020802031502,2017,Bear Garden,Buckingham,VA,James River (ECTI),Recirculating Tower,tower,gas,NGCC,3218560,1.23244263341144,1.01060295939738,1.45428230742549,1.72541968677601,1.13692832932205,2.90856461485099
58560,030101040404,2017,Halifax County Biomass,Halifax,VA,HCSA Maple Avenue WWTP,Recirculating Tower,tower,biomass,ST,213722,0.359746480719709,0.294992114190161,0.424500847249257,0.503645073007593,0.331866128463932,0.849001694498514
59004,020700080703,2017,Stonewall,Loudoun,VA,Municipality,Recirculating Tower,tower,gas,NGCC,3291609,1.62550308679483,1.33291253117176,1.9180936424179,2.27570432151276,1.49952659756823,3.8361872848358
3775,060102050403,2018,Clinch River,Russell,VA,Clinch River,Recirculating Tower,tower,gas,ST,563546,0.960061346324551,0.787250303986132,1.13287238866297,1.34408588485437,0.885656591984398,2.26574477732594
3796,020802031502,2018,Bremo Bluff,Fluvanna,VA,James River,Once-through fresh,river,gas,ST,14083,0.0102672027001937,0.00800841810615107,0.0125259872942363,1.39509880216052,0.631225307817332,10.6317960433342
3797,020802060106,2018,Chesterfield,Chesterfield,VA,James River,Once-through fresh,river,multi-fuel,multiple,4149677,1.44478831371871,1.1269348847006,1.76264174273683,169.827410213917,77.0149917405982,1283.82842823717
3804,020700110106,2018,Possum Point,Prince William,VA,Potomac River,Complex,complex,gas,complex,3721172,1.78326210934059,1.46227492965928,2.10424928902189,13.3235503161951,6.56752555888188,85.3249621247525
3806,020802060704,2018,Surry,Surry,VA,James River,Once-through saline,OS,nuclear,ST,13219137,0,0,0,1373.26118466451,623.192871573497,10356.7633349216
3809,020801070204,2018,Yorktown,York,VA,York River,Once-through saline,OS,multi-fuel,ST,626058,0,0,0,63.4426229629335,28.8917189608537,472.646388471036
6168,020801060602,2018,North Anna,Louisa,VA,North Anna River,Once-through fresh,lake,nuclear,ST,16032531,32.4491239805128,25.3103167048,39.5879312562256,1723.85098146671,784.892277230207,12851.4353467136
7213,030101020601,2018,Clover,Halifax,VA,Roanoke River,Recirculating Tower,tower,coal,ST,2917180,3.64879389458597,2.9920109935605,4.30557679561144,5.10831145242036,3.36601236775556,8.61115359122289
10377,020802060201,2018,James River Genco LLC,Hopewell City,VA,Municipality,Recirculating Tower,tower,coal,ST,44185,0,0,0,0,0,0
10633,020802060201,2018,Hopewell Cogeneration,Prince George,VA,Municipality,Recirculating Tower,tower,gas,NGCC,1434087,1.24324487059878,1.019460793891,1.46702894730656,1.74054281883829,1.14689339312738,2.93405789461313
10771,020802060201,2018,Hopewell Power Station,Hopewell City,VA,Municipality,Recirculating Tower,tower,biomass,ST,305797,0.635419038051148,0.521043611201941,0.749794464900355,0.889586653271607,0.586174062602184,1.49958892980071
10773,030101011305,2018,Altavista Power Station,Campbell,VA,Staunton River,Recirculating Tower,tower,biomass,ST,274069,0.5619043448758,0.460761562798156,0.663047126953444,0.786666082826121,0.518356758147926,1.32609425390689
10774,030102011206,2018,Southampton Power Station,Southampton,VA,Wells,Recirculating Tower,tower,biomass,ST,313703,0.668106362262059,0.547847217054888,0.788365507469229,0.935348907166882,0.616328119186749,1.57673101493846
50658,020700100803,2018,Covanta Fairfax Energy,Fairfax,VA,Municipality,Recirculating Tower,tower,biomass,ST,663657,1.49564264320258,1.22642696742612,1.76485831897905,2.09389970048361,1.37973033835438,3.52971663795809
50966,020802060101,2018,Bellmeade Power Station,Richmond City,VA,Municipality,Recirculating Tower,tower,oil,NGCC,39792,0.0259097908777022,0.0212460285197158,0.0305735532356886,0.0362737072287831,0.0239017820846803,0.0611471064713773
52007,030101020903,2018,Mecklenburg Power Station,Mecklenburg,VA,John H Kerr Reservoir,Recirculating Tower,tower,coal,ST,57984,0.0781486128935697,0.0640818625727271,0.0922153632144122,0.109408058050998,0.072092095394318,0.184430726428824
52118,030101011305,2018,Multitrade of Pittsylvania LP,Pittsylvania,VA,Roanoke River,Recirculating Tower,tower,biomass,ST,102952,0.187525234996148,0.153770692696842,0.221279777295455,0.262535328994607,0.172992029283947,0.44255955459091
54081,020802060101,2018,Spruance Genco LLC,Richmond City,VA,James River,Recirculating Tower,tower,coal,ST,38985,0,0,0,0,0,0
54304,020801040201,2018,Birchwood Power,King George,VA,Rappahannock River,Recirculating Tower,tower,coal,ST,547512,0.759220985467257,0.622561208083151,0.895880762851363,1.06290937965416,0.700381359093544,1.79176152570273
55439,020802040502,2018,Tenaska Virginia Generating Station,Fluvanna,VA,James River,Recirculating Tower,tower,gas,NGCC,5771750,2.8548659628323,2.34099008952248,3.36874183614211,3.99681234796522,2.63361385071279,6.73748367228422
56807,020802031502,2018,Bear Garden,Buckingham,VA,James River (ECTI),Recirculating Tower,tower,gas,NGCC,4012754,1.70702186798284,1.39975793174593,2.01428580421975,2.38983061517597,1.57472767321417,4.02857160843949
58560,030101040404,2018,Halifax County Biomass,Halifax,VA,HCSA Maple Avenue WWTP,Recirculating Tower,tower,biomass,ST,260291,0.459450907593832,0.376749744226942,0.542152070960722,0.643231270631365,0.42384346225531,1.08430414192144
59004,020700080703,2018,Stonewall,Loudoun,VA,Municipality,Recirculating Tower,tower,gas,NGCC,4868251,2.09220151859033,1.71560524524407,2.46879779193659,2.92908212602646,1.93005590089958,4.93759558387317
3775,060102050403,2019,Clinch River,Russell,VA,Clinch River,Recirculating Tower,tower,gas,ST,338987,0.597300960065797,0.489786787253954,0.704815132877641,0.836221344092116,0.551010135660698,1.40963026575528
3797,020802060106,2019,Chesterfield,Chesterfield,VA,James River,Once-through fresh,river,multi-fuel,multiple,3614833,0.698098419462168,0.544516767180491,0.851680071743845,84.0377745927243,38.0982798082081,635.987705086796
3804,020700110106,2019,Possum Point,Prince William,VA,Potomac River,Recirculating Tower,tower,gas,multiple,2856053,1.53268433832211,1.25680115742413,1.80856751922009,2.14575807365095,1.41390130210214,3.61713503844017
3806,020802060704,2019,Surry,Surry,VA,James River,Once-through saline,OS,nuclear,ST,14172977,0,0,0,1466.07396756971,665.142872662833,11066.1849817831
3809,020801070204,2019,Yorktown,York,VA,York River,Once-through saline,OS,multi-fuel,ST,61459,0,0,0,7.43634243285814,3.38205163996198,55.6479005381854
